,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,business_code_enc,day_of_cleardate,month_of_cleardate,year_of_cleardate,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,Aging Bucket
2439,U001,200965912,C&S W corporation,2020-04-28 06:32:40.189453125,2020.0,1930777751.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAC6,65974.0,60,,,,13,4,2020,28,4,2020,13,4,2020,24,431,0-15
2440,U001,200743123,KROGER associates,2020-04-24 05:47:03.406250000,2020.0,1930768031.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,64679.1,60,,,,9,4,2020,24,4,2020,9,4,2020,19,1556,0-15
2441,U001,200769623,WAL-MAR in,2020-03-21 19:35:02.953125000,2020.0,1930593003.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,43296.6,60,,,,4,3,2020,19,3,2020,4,3,2020,32,2970,0-15
2442,U001,200712187,SPAR foundation,2020-04-30 11:46:07.601562500,2020.0,1930788905.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,84177.37,60,,,,14,4,2020,29,4,2020,14,4,2020,19,2575,0-15
2443,U001,200793088,DEMOU in,2020-04-11 15:17:14.734375000,2020.0,1930703385.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,41185.7,60,,,,26,3,2020,10,4,2020,26,3,2020,19,756,0-15
2444,U001,200762301,C&S WH systems,2020-04-25 06:21:56.390625000,2020.0,1930772370.0,2020-04-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-11 00:00:00.000000000,NAC6,58611.77,60,,,,11,4,2020,26,4,2020,11,4,2020,24,446,
2445,CA02,140104229,A & W F associates,2020-03-24 02:21:09.062500000,2020.0,2960613785.0,2020-02-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-03-04 00:00:00.000000000,CA10,1722.1679999999997,60,,,,29,2,2020,14,3,2020,4,3,2020,4,2896,0-15
2446,U001,200769623,WAL-MAR trust,2020-05-01 17:13:17.382812500,2020.0,1930793224.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAH4,28010.02,60,,,,18,4,2020,3,5,2020,18,4,2020,32,2973,
2447,CA02,140106181,THE  co,2020-05-26 00:00:18.500000000,2020.0,2960618244.0,2020-03-02 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-11 00:00:00.000000000,CA10,14976.78,60,,,,2,3,2020,21,3,2020,11,3,2020,4,2779,Greatar than 60
2448,U001,200762301,C&S WH corporation,2020-05-13 15:27:58.195312500,2020.0,1930837839.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAC6,112708.29,60,,,,30,4,2020,15,5,2020,30,4,2020,24,442,
2449,U001,200769623,WAL-MAR foundation,2020-04-03 19:37:00.343750000,2020.0,1930657367.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAH4,15452.7,60,,,,17,3,2020,1,4,2020,17,3,2020,32,2969,0-15
2450,U001,200769623,WAL-MAR us,2020-04-03 19:35:25.671875000,2020.0,1930665659.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAH4,4821.77,60,,,,19,3,2020,3,4,2020,19,3,2020,32,2974,0-15
2451,U001,200769623,WAL-MAR in,2020-05-19 04:40:32.390625000,2020.0,1930862526.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,32013.22,60,,,,6,5,2020,21,5,2020,6,5,2020,32,2970,
2452,U001,200726979,BJ'S  ,2020-03-26 21:13:49.476562500,2020.0,1930635790.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,1676.66,60,,,,11,3,2020,26,3,2020,11,3,2020,19,321,0-15
2453,U001,200769623,WAL-MAR trust,2020-03-13 16:25:22.335937500,2020.0,1930576187.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAH4,271.06,60,,,,27,2,2020,13,3,2020,27,2,2020,32,2973,0-15
2454,U001,200762301,C&S WH trust,2020-04-11 19:33:29.671875000,2020.0,1930711416.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAC6,25819.7,60,,,,28,3,2020,12,4,2020,28,3,2020,24,447,
2455,U001,200794332,COST corporation,2020-03-20 16:43:48.865234375,2020.0,1930594286.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAAX,11811.62,60,,,,6,3,2020,21,3,2020,6,3,2020,21,627,
2456,U001,200761734,H E BUT co,2020-04-30 08:22:41.218750000,2020.0,1930798712.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAA8,78541.64,60,,,,17,4,2020,2,5,2020,17,4,2020,19,1174,
2457,U001,200002965,DECA co,2020-02-26 23:21:42.812500000,2020.0,1930599265.0,2020-03-04 00:00:00.000000000,2020-03-08 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM1,21006.74,60,,,,4,3,2020,8,3,2020,1,3,2020,33,726,
2458,U001,200790107,ROU trust,2020-04-06 02:18:59.437500000,2020.0,1930670468.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAC6,16630.96,60,,,,19,3,2020,3,4,2020,19,3,2020,24,2346,0-15
2459,U001,200769623,WAL-MAR llc,2020-03-21 06:39:36.914062500,2020.0,1930605480.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,5285.21,60,,,,6,3,2020,21,3,2020,6,3,2020,32,2971,0-15
2460,U001,200769623,WAL-MAR corporation,2020-05-02 17:24:08.093750000,2020.0,1930796310.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAH4,33355.12,60,,,,15,4,2020,30,4,2020,15,4,2020,32,2968,0-15
2461,U001,200726979,BJ'S  corp,2020-03-21 11:49:44.308593750,2020.0,1930610876.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAA8,98.86,60,,,,6,3,2020,21,3,2020,6,3,2020,19,324,0-15
2462,U001,200771157,WEIS corp,2020-05-15 03:20:57.156250000,2020.0,1930834170.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,104432.16,60,,,,29,4,2020,14,5,2020,29,4,2020,19,3004,0-15
2463,U001,200803720,DEC systems,2020-04-25 05:20:44.250000000,2020.0,1930872145.0,2020-05-07 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM2,6194.3,60,,,,7,5,2020,11,5,2020,1,5,2020,34,721,
2464,U001,200769623,WAL-MAR corp,2020-05-11 18:59:01.843750000,2020.0,1930844798.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAH4,43275.54,60,,,,30,4,2020,15,5,2020,30,4,2020,32,2967,
2465,CA02,140105847,GORDON F in,2020-05-08 10:38:41.250000000,2020.0,2960627996.0,2020-04-23 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-24 00:00:00.000000000,CA10,14184.8,60,,,,23,4,2020,4,5,2020,24,4,2020,4,1124,0-15
2466,U001,200769623,WAL-MAR corp,2020-03-19 06:11:50.917968750,2020.0,1930593199.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,3007.94,60,,,,4,3,2020,19,3,2020,4,3,2020,32,2967,0-15
2467,U001,200704045,RA corp,2020-06-10 08:39:33.687500000,2020.0,1930738294.0,2020-04-02 00:00:00.000000000,2020-06-06 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAGD,20247.87,60,,,,2,4,2020,6,6,2020,2,4,2020,31,2223,0-15
2468,U001,200759878,SA us,2020-05-08 00:55:55.890625000,2020.0,1930585847.0,2020-03-02 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAGD,17020.81,60,,,,2,3,2020,6,5,2020,2,3,2020,31,2373,0-15
2469,U001,200020431,DEC corporation,2020-04-27 10:33:04.125000000,2020.0,1930818176.0,2020-04-23 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM4,4629.2,60,,,,23,4,2020,9,5,2020,16,4,2020,36,717,
2470,U001,200726979,BJ'S  us,2020-03-31 19:16:56.171875000,2020.0,1930653624.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAA8,33.18,60,,,,15,3,2020,30,3,2020,15,3,2020,19,331,0-15
2471,U001,200769623,WAL-MAR ,2020-03-13 05:29:38.458984375,2020.0,1930579983.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAH4,943.12,60,,,,27,2,2020,13,3,2020,27,2,2020,32,2964,0-15
2472,U001,200592182,DECA foundation,2020-04-13 18:29:09.375000000,2020.0,1930789791.0,2020-04-16 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM4,1093.2,60,,,,16,4,2020,24,4,2020,1,4,2020,36,729,
2473,U001,200729942,SA foundation,2020-05-07 15:05:03.375000000,2020.0,1930801871.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,27982.12,60,,,,20,4,2020,5,5,2020,20,4,2020,19,2368,0-15
2474,U001,200762950,HAR us,2020-03-22 08:56:20.343750000,2020.0,1930586097.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,40951.88,60,,,,2,3,2020,17,3,2020,2,3,2020,19,2896,0-15
2475,U001,200568183,E G AY associates,2020-04-23 02:10:23.187500000,2020.0,1930729983.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,36851.37,60,,,,1,4,2020,16,4,2020,1,4,2020,19,2896,0-15
2476,U001,200769623,WAL-MAR foundation,2020-04-17 08:04:48.759765625,2020.0,1930729088.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAH4,4342.01,60,,,,2,4,2020,17,4,2020,2,4,2020,32,2969,0-15
2477,U001,200769623,WAL-MAR in,2020-04-09 11:02:31.039062500,2020.0,1930688658.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,10322.31,60,,,,24,3,2020,8,4,2020,24,3,2020,32,2970,0-15
2478,U001,200881076,ALBERT llc,2020-04-23 18:22:08.875000000,2020.0,1930767625.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,111153.5,60,,,,8,4,2020,23,4,2020,8,4,2020,19,73,0-15
2479,U001,200769623,WAL-MAR trust,2020-04-15 12:47:23.312500000,2020.0,1930723490.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,52512.16,60,,,,30,3,2020,14,4,2020,30,3,2020,32,2973,0-15
2480,U001,200769623,WAL-MAR foundation,2020-04-16 08:52:21.640625000,2020.0,1930721709.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,19465.71,60,,,,31,3,2020,15,4,2020,31,3,2020,32,2969,0-15
2481,U001,100031704,DELHAIZE corporation,2020-04-02 16:40:33.828125000,2020.0,1930654965.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAA8,16942.22,60,,,,16,3,2020,31,3,2020,16,3,2020,19,744,0-15
2482,U001,200769623,WAL-MAR trust,2020-05-19 19:37:12.906250000,2020.0,1930873171.0,2020-05-09 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAH4,3403.8,60,,,,9,5,2020,24,5,2020,9,5,2020,32,2973,
2483,U001,200799367,MCL ,2020-05-13 06:25:42.828125000,2020.0,1930844729.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,23227.51,60,,,,1,5,2020,16,5,2020,1,5,2020,19,1774,
2484,U001,200744019,TARG associates,2020-05-10 05:25:57.437500000,2020.0,1930801487.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,11123.78,60,,,,20,4,2020,5,5,2020,20,4,2020,19,2760,0-15
2485,U001,200726979,BJ'S  us,2020-04-26 23:52:47.484375000,2020.0,1930773792.0,2020-04-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-11 00:00:00.000000000,NAA8,1135.98,60,,,,11,4,2020,26,4,2020,11,4,2020,19,331,0-15
2486,U001,200744019,TARG corp,2020-05-03 16:57:45.593750000,2020.0,1930787963.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,1528.04,60,,,,16,4,2020,1,5,2020,16,4,2020,19,2762,0-15
2487,U001,200769369,DI in,2020-04-22 09:18:38.460937500,2020.0,1930752305.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,52442.0,60,,,,6,4,2020,21,4,2020,6,4,2020,19,772,0-15
2488,U001,200769623,WAL-MAR associates,2020-04-02 13:52:03.640625000,2020.0,1930647737.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAH4,14967.62,60,,,,16,3,2020,31,3,2020,16,3,2020,32,2965,0-15
2489,U001,200772595,SAFEW trust,2020-05-10 08:41:22.406250000,2020.0,1930829457.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,127649.9,60,,,,29,4,2020,14,5,2020,29,4,2020,19,2384,
2490,U001,200739534,OK ,2020-03-27 15:42:57.796875000,2020.0,1930631018.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,40741.78,60,,,,10,3,2020,25,3,2020,10,3,2020,19,1979,0-15
2491,U001,200803720,DEC corp,2020-03-12 12:51:18.000000000,2020.0,1930618816.0,2020-03-07 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM4,413.4,60,,,,7,3,2020,24,3,2020,1,3,2020,36,716,
2492,U001,200726979,BJ'S  co,2020-04-28 04:21:14.062500000,2020.0,1930780648.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAA8,767.38,60,,,,12,4,2020,27,4,2020,12,4,2020,19,323,0-15
2493,U001,200769623,WAL-MAR in,2020-04-24 09:02:34.734375000,2020.0,1930753366.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAH4,46013.07,60,,,,7,4,2020,22,4,2020,7,4,2020,32,2970,0-15
2494,U001,200980828,BEN E trust,2020-04-24 14:35:18.804687500,2020.0,1930679032.0,2020-03-25 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-03-25 00:00:00.000000000,NA32,5613.84,60,,,,25,3,2020,26,4,2020,25,3,2020,12,299,
2495,CA02,140104423,METRO  co,2020-04-28 07:05:44.843750000,2020.0,2960627575.0,2020-04-14 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-16 00:00:00.000000000,CA10,57494.61899999999,60,,,,14,4,2020,26,4,2020,16,4,2020,4,1838,0-15
2496,U001,200744019,TARG corporation,2020-04-10 05:08:20.937500000,2020.0,1930683037.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAA8,7664.54,60,,,,21,3,2020,5,4,2020,21,3,2020,19,2763,0-15
2497,U001,200704858,WAKE corporation,2020-03-22 11:29:09.218750000,2020.0,1930593775.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,152814.09,60,,,,4,3,2020,19,3,2020,4,3,2020,19,2941,0-15
2498,U001,200769623,WAL-MAR associates,2020-04-12 07:25:36.257812500,2020.0,1930705163.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAH4,30191.79,60,,,,27,3,2020,11,4,2020,27,3,2020,32,2965,0-15
2499,U001,200769623,WAL-MAR trust,2020-05-15 08:17:06.890625000,2020.0,1930847683.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAH4,51462.76,60,,,,2,5,2020,17,5,2020,2,5,2020,32,2973,
2500,U001,200769623,WAL-MAR trust,2020-03-15 23:12:48.179687500,2020.0,1930581407.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,6879.89,60,,,,29,2,2020,15,3,2020,29,2,2020,32,2973,0-15
2501,U001,200781803,JRD co,2020-03-27 21:55:21.171875000,2020.0,1930639577.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,14573.25,60,,,,12,3,2020,27,3,2020,12,3,2020,19,1419,0-15
2502,U001,200772670,ASSOCIAT trust,2020-04-20 13:12:20.562500000,2020.0,1930749321.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAU5,15633.57,60,,,,4,4,2020,19,4,2020,4,4,2020,42,196,0-15
2503,U001,200726979,BJ'S  corp,2020-04-15 12:48:11.671875000,2020.0,1930723885.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,226.11,60,,,,31,3,2020,15,4,2020,31,3,2020,19,324,0-15
2504,U001,200704858,WAKE foundation,2020-04-21 06:40:16.281250000,2020.0,1930731833.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,103344.24,60,,,,3,4,2020,18,4,2020,3,4,2020,19,2942,0-15
2505,U001,200148860,DOLLA systems,2020-03-20 08:12:41.687500000,2020.0,1930651987.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAA8,40969.78,60,,,,15,3,2020,30,3,2020,15,3,2020,19,805,
2506,U001,100033394,MONOGR co,2020-05-10 08:09:05.421875000,2020.0,1930648003.0,2020-03-13 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-03-13 00:00:00.000000000,BR56,13074.0,60,,,,13,3,2020,8,5,2020,13,3,2020,2,2896,0-15
2507,U001,200609331,KROG co,2020-05-07 19:24:10.515625000,2020.0,1930809376.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAA8,13806.49,60,,,,21,4,2020,6,5,2020,21,4,2020,19,1535,0-15
2508,U001,200792734,MDV/ co,2020-04-08 02:43:07.390625000,2020.0,1930687367.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,142176.7,60,,,,23,3,2020,7,4,2020,23,3,2020,19,1799,0-15
2509,U001,200769623,WAL-MAR systems,2020-03-31 17:53:27.343750000,2020.0,1930647752.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAH4,21931.11,60,,,,14,3,2020,29,3,2020,14,3,2020,32,2972,0-15
2510,U001,200762301,C&S WH corporation,2020-05-06 07:15:00.710937500,2020.0,1930799161.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAC6,40999.22,60,,,,20,4,2020,5,5,2020,20,4,2020,24,442,0-15
2511,U001,200726979,BJ'S  in,2020-03-24 11:06:39.500000000,2020.0,1930623673.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAA8,1007.25,60,,,,9,3,2020,24,3,2020,9,3,2020,19,327,0-15
2512,CA02,140105785,SHOPPE associates,2020-04-14 18:06:34.187500000,2020.0,2960623325.0,2020-03-23 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-25 00:00:00.000000000,CA10,40373.689999999995,60,,,,23,3,2020,4,4,2020,25,3,2020,4,2470,0-15
2513,U001,200803720,DEC ,2020-03-27 19:32:39.687500000,2020.0,1930698888.0,2020-03-25 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,2063.32,60,,,,25,3,2020,8,4,2020,16,3,2020,36,713,
2514,U001,200769623,WAL-MAR co,2020-04-21 20:09:32.859375000,2020.0,1930739028.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAH4,16307.51,60,,,,4,4,2020,19,4,2020,4,4,2020,32,2966,0-15
2515,U001,200744019,TARG llc,2020-05-07 19:37:24.312500000,2020.0,1930802106.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,4676.58,60,,,,20,4,2020,5,5,2020,20,4,2020,19,2766,0-15
2516,U001,200794332,COST co,2020-05-14 01:35:21.750000000,2020.0,1930850179.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAAX,32988.04,60,,,,4,5,2020,19,5,2020,4,5,2020,21,625,
2517,U001,200794332,COST llc,2020-04-16 14:30:35.058593750,2020.0,1930724658.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAAX,15983.15,60,,,,2,4,2020,17,4,2020,2,4,2020,21,630,
2518,U001,200729942,SA co,2020-04-26 11:36:37.359375000,2020.0,1930767786.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,29272.74,60,,,,9,4,2020,24,4,2020,9,4,2020,19,2365,0-15
2519,U001,100025470,HACKN llc,2020-05-05 10:10:49.390625000,2020.0,1930814396.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,1375.3,60,,,,22,4,2020,7,5,2020,22,4,2020,19,2896,
2520,U001,200794332,COST us,2020-04-10 07:32:46.812500000,2020.0,1930688160.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAAX,40455.53,60,,,,25,3,2020,9,4,2020,25,3,2020,21,633,0-15
2521,U001,200763229,MAINES us,2020-05-31 00:38:21.273437500,2020.0,1930906932.0,2020-05-15 00:00:00.000000000,2020-05-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,NAA8,17140.86,60,,,,15,5,2020,30,5,2020,15,5,2020,19,1688,0-15
2522,U001,200799367,MCL associates,2020-04-06 18:24:19.093750000,2020.0,1930671616.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,42387.88,60,,,,19,3,2020,3,4,2020,19,3,2020,19,1775,0-15
2523,U001,200778998,CE trust,2020-04-11 16:29:43.300781250,2020.0,1930713606.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,92092.57,60,,,,27,3,2020,11,4,2020,27,3,2020,19,493,0-15
2524,U001,200705742,DOT in,2020-05-01 09:41:23.437500000,2020.0,1930817403.0,2020-04-22 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAD1,19437.37,60,,,,22,4,2020,12,5,2020,22,4,2020,26,830,
2525,U001,200769623,WAL-MAR foundation,2020-03-29 08:57:39.080078125,2020.0,1930648333.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAH4,4643.4,60,,,,14,3,2020,29,3,2020,14,3,2020,32,2969,0-15
2526,U001,200769623,WAL-MAR foundation,2020-03-20 21:14:11.453125000,2020.0,1930585120.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAH4,14711.0,60,,,,3,3,2020,18,3,2020,3,3,2020,32,2969,0-15
2527,U001,200769623,WAL-MAR llc,2020-04-30 03:03:21.281250000,2020.0,1930793369.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAH4,8680.06,60,,,,17,4,2020,2,5,2020,17,4,2020,32,2971,
2528,U001,200778998,CE us,2020-04-21 00:43:25.034912109,2020.0,1930754334.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,35178.76,60,,,,6,4,2020,21,4,2020,6,4,2020,19,494,0-15
2529,U001,200762301,C&S WH systems,2020-04-26 06:21:56.390625000,2020.0,1930779517.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAC6,75618.04,60,,,,12,4,2020,27,4,2020,12,4,2020,24,446,
2530,U001,200769623,WAL-MAR co,2020-04-30 20:34:19.531250000,2020.0,1930777832.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAH4,30210.51,60,,,,13,4,2020,28,4,2020,13,4,2020,32,2966,0-15
2531,CA02,100030194,AMAZO associates,2020-03-22 08:50:18.125000000,2020.0,2960617899.0,2020-03-04 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-06 00:00:00.000000000,CA10,4067.3149999999996,60,,,,4,3,2020,16,3,2020,6,3,2020,4,103,0-15
2532,U001,200769623,WAL-MAR associates,2020-05-24 00:21:20.468750000,2020.0,1930884653.0,2020-05-11 00:00:00.000000000,2020-05-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,NAH4,33337.22,60,,,,11,5,2020,26,5,2020,11,5,2020,32,2965,
2533,U001,200707005,KING S associates,2020-03-14 11:31:13.410156250,2020.0,1930571866.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,153104.67,60,,,,28,2,2020,14,3,2020,28,2,2020,19,1474,0-15
2534,U001,200769623,WAL-MAR ,2020-03-22 02:52:06.203125000,2020.0,1930597848.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAH4,76305.54,60,,,,5,3,2020,20,3,2020,5,3,2020,32,2964,0-15
2535,U001,200739534,OK foundation,2020-03-20 03:52:07.218750000,2020.0,1930597596.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,44292.65,60,,,,3,3,2020,18,3,2020,3,3,2020,19,1984,0-15
